frame	 cx	 cy
999	 363.000000	 210.000000
1000	 362.000000	 210.000000
1001	 348.000000	 213.000000
1002	 348.000000	 213.000000
1003	 342.000000	 211.000000
1004	 339.000000	 213.000000
1005	 338.000000	 211.000000
1006	 334.000000	 211.000000
1007	 336.000000	 210.000000
1008	 331.000000	 210.000000
1009	 329.000000	 214.000000
1010	 330.000000	 211.000000
1011	 331.000000	 209.000000
1012	 333.000000	 212.000000
1013	 329.000000	 211.000000
1014	 330.000000	 208.000000
1015	 330.000000	 208.000000
1016	 324.000000	 211.000000
1017	 325.000000	 209.000000
1018	 329.000000	 209.000000
1019	 329.000000	 212.000000
1020	 327.000000	 213.000000
1021	 329.000000	 208.000000
1022	 324.000000	 214.000000
1023	 331.000000	 209.000000
1024	 331.000000	 216.000000
1025	 330.000000	 210.000000
1026	 337.000000	 211.000000
1027	 332.000000	 210.000000
1028	 352.000000	 209.000000
1029	 337.000000	 212.000000
1030	 337.000000	 209.000000
1031	 338.000000	 211.000000
1032	 336.000000	 212.000000
1033	 343.000000	 209.000000
1034	 338.000000	 215.000000
1035	 342.000000	 211.000000
1036	 341.000000	 213.000000
1037	 346.000000	 210.000000
1038	 344.000000	 210.000000
1039	 344.000000	 212.000000
1040	 344.000000	 212.000000
1041	 356.000000	 211.000000
1042	 353.000000	 214.000000
1043	 356.000000	 214.000000
1044	 345.000000	 211.000000
1045	 364.000000	 209.000000
1046	 362.000000	 211.000000
1047	 350.000000	 214.000000
1048	 349.000000	 212.000000
1049	 359.000000	 213.000000
1050	 369.000000	 212.000000
1051	 369.000000	 212.000000
1052	 369.000000	 212.000000
1053	 366.000000	 216.000000
1054	 354.000000	 214.000000
1055	 353.000000	 216.000000
1056	 354.000000	 214.000000
1057	 369.000000	 214.000000
1058	 371.000000	 213.000000
1059	 369.000000	 209.000000
1060	 369.000000	 208.000000
1061	 365.000000	 211.000000
1062	 368.000000	 209.000000
1063	 351.000000	 210.000000
1064	 348.000000	 213.000000
1065	 348.000000	 213.000000
1066	 343.000000	 211.000000
1067	 343.000000	 211.000000
1068	 359.000000	 209.000000
1069	 341.000000	 211.000000
1070	 340.000000	 208.000000
1071	 339.000000	 208.000000
1072	 340.000000	 207.000000
1073	 337.000000	 208.000000
1074	 336.000000	 209.000000
1075	 332.000000	 210.000000
1076	 332.000000	 210.000000
1077	 329.000000	 209.000000
1078	 329.000000	 211.000000
1079	 329.000000	 207.000000
1080	 326.000000	 207.000000
1081	 328.000000	 208.000000
1082	 325.000000	 209.000000
1083	 323.000000	 211.000000
1084	 322.000000	 210.000000
1085	 324.000000	 209.000000
1086	 328.000000	 211.000000
1087	 330.000000	 211.000000
1088	 327.000000	 209.000000
1089	 330.000000	 209.000000
1090	 331.000000	 212.000000
1091	 331.000000	 211.000000
1092	 332.000000	 211.000000
1093	 335.000000	 210.000000
1094	 334.000000	 213.000000
1095	 334.000000	 211.000000
1096	 340.000000	 213.000000
1097	 338.000000	 212.000000
1098	 342.000000	 210.000000
1099	 342.000000	 210.000000
1100	 363.000000	 209.000000
1101	 346.000000	 213.000000
1102	 346.000000	 213.000000
1103	 343.000000	 212.000000
1104	 347.000000	 214.000000
1105	 366.000000	 210.000000
1106	 366.000000	 209.000000
1107	 348.000000	 212.000000
1108	 345.000000	 212.000000
1109	 345.000000	 212.000000
1110	 345.000000	 212.000000
1111	 364.000000	 208.000000
1112	 364.000000	 208.000000
1113	 364.000000	 208.000000
1114	 364.000000	 208.000000
1115	 364.000000	 208.000000
1116	 358.000000	 211.000000
1117	 356.000000	 214.000000
1118	 347.000000	 218.000000
1119	 356.000000	 212.000000
1120	 366.000000	 210.000000
1121	 366.000000	 210.000000
1122	 366.000000	 210.000000
1123	 366.000000	 210.000000
1124	 360.000000	 214.000000
1125	 369.000000	 210.000000
1126	 368.000000	 209.000000
1127	 368.000000	 209.000000
1128	 363.000000	 212.000000
1129	 363.000000	 212.000000
1130	 365.000000	 209.000000
1131	 349.000000	 211.000000
1132	 345.000000	 211.000000
1133	 344.000000	 209.000000
1134	 342.000000	 210.000000
1135	 338.000000	 211.000000
1136	 337.000000	 210.000000
1137	 338.000000	 211.000000
1138	 336.000000	 210.000000
1139	 335.000000	 208.000000
1140	 334.000000	 209.000000
1141	 332.000000	 209.000000
1142	 327.000000	 209.000000
1143	 328.000000	 210.000000
1144	 323.000000	 209.000000
1145	 326.000000	 213.000000
1146	 329.000000	 208.000000
1147	 324.000000	 209.000000
1148	 324.000000	 209.000000
1149	 324.000000	 209.000000
1150	 326.000000	 208.000000
1151	 332.000000	 208.000000
1152	 332.000000	 209.000000
1153	 332.000000	 209.000000
1154	 331.000000	 208.000000
1155	 331.000000	 209.000000
1156	 333.000000	 210.000000
1157	 336.000000	 211.000000
1158	 337.000000	 212.000000
1159	 341.000000	 210.000000
1160	 341.000000	 212.000000
1161	 340.000000	 210.000000
1162	 341.000000	 208.000000
1163	 341.000000	 208.000000
1164	 360.000000	 207.000000
1165	 343.000000	 214.000000
1166	 341.000000	 213.000000
1167	 341.000000	 212.000000
1168	 359.000000	 210.000000
1169	 345.000000	 214.000000
1170	 345.000000	 214.000000
1171	 344.000000	 212.000000
1172	 344.000000	 212.000000
1173	 344.000000	 214.000000
1174	 346.000000	 213.000000
1175	 346.000000	 213.000000
1176	 346.000000	 213.000000
1177	 351.000000	 213.000000
1178	 365.000000	 210.000000
1179	 365.000000	 210.000000
1180	 349.000000	 211.000000
1181	 351.000000	 211.000000
1182	 350.000000	 213.000000
1183	 351.000000	 213.000000
1184	 339.000000	 221.000000
1185	 341.000000	 220.000000
1186	 334.000000	 223.000000
1187	 340.000000	 219.000000
1188	 341.000000	 218.000000
1189	 366.000000	 210.000000
1190	 367.000000	 209.000000
1191	 366.000000	 209.000000
1192	 364.000000	 209.000000
1193	 364.000000	 209.000000
1194	 360.000000	 209.000000
1195	 343.000000	 211.000000
1196	 342.000000	 211.000000
1197	 339.000000	 212.000000
1198	 337.000000	 210.000000
1199	 337.000000	 209.000000
1200	 352.000000	 208.000000
1201	 335.000000	 211.000000
1202	 335.000000	 213.000000
1203	 333.000000	 207.000000
1204	 332.000000	 208.000000
1205	 330.000000	 209.000000
1206	 327.000000	 208.000000
1207	 329.000000	 207.000000
1208	 326.000000	 207.000000
1209	 328.000000	 209.000000
1210	 327.000000	 209.000000
1211	 328.000000	 209.000000
1212	 325.000000	 209.000000
1213	 326.000000	 213.000000
1214	 328.000000	 214.000000
1215	 332.000000	 211.000000
1216	 333.000000	 214.000000
1217	 336.000000	 210.000000
1218	 336.000000	 211.000000
1219	 336.000000	 210.000000
1220	 336.000000	 211.000000
1221	 340.000000	 212.000000
1222	 346.000000	 208.000000
1223	 339.000000	 209.000000
1224	 341.000000	 211.000000
1225	 342.000000	 213.000000
1226	 344.000000	 211.000000
1227	 342.000000	 211.000000
1228	 345.000000	 213.000000
1229	 348.000000	 215.000000
1230	 349.000000	 214.000000
1231	 352.000000	 214.000000
1232	 353.000000	 211.000000
1233	 346.000000	 214.000000
1234	 349.000000	 215.000000
1235	 349.000000	 215.000000
1236	 350.000000	 211.000000
1237	 355.000000	 213.000000
1238	 352.000000	 213.000000
1239	 354.000000	 213.000000
1240	 349.000000	 216.000000
1241	 352.000000	 214.000000
1242	 352.000000	 212.000000
1243	 347.000000	 214.000000
1244	 347.000000	 212.000000
1245	 361.000000	 209.000000
1246	 359.000000	 209.000000
1247	 342.000000	 211.000000
1248	 340.000000	 212.000000
1249	 349.000000	 212.000000
1250	 342.000000	 211.000000
1251	 338.000000	 212.000000
1252	 336.000000	 210.000000
1253	 334.000000	 212.000000
1254	 335.000000	 210.000000
1255	 339.000000	 210.000000
1256	 334.000000	 207.000000
1257	 334.000000	 210.000000
1258	 329.000000	 212.000000
1259	 330.000000	 208.000000
1260	 329.000000	 214.000000
1261	 329.000000	 214.000000
1262	 329.000000	 214.000000
1263	 329.000000	 214.000000
1264	 329.000000	 214.000000
1265	 324.000000	 208.000000
1266	 325.000000	 212.000000
1267	 326.000000	 212.000000
1268	 325.000000	 214.000000
1269	 326.000000	 214.000000
1270	 326.000000	 209.000000
1271	 329.000000	 210.000000
1272	 329.000000	 211.000000
1273	 331.000000	 209.000000
1274	 333.000000	 208.000000
1275	 338.000000	 213.000000
1276	 337.000000	 212.000000
1277	 334.000000	 211.000000
1278	 341.000000	 213.000000
1279	 343.000000	 213.000000
1280	 342.000000	 212.000000
1281	 343.000000	 212.000000
1282	 340.000000	 214.000000
1283	 336.000000	 214.000000
1284	 342.000000	 214.000000
1285	 345.000000	 212.000000
1286	 345.000000	 214.000000
1287	 363.000000	 208.000000
1288	 339.000000	 217.000000
1289	 339.000000	 217.000000
1290	 339.000000	 217.000000
1291	 339.000000	 217.000000
1292	 339.000000	 217.000000
1293	 339.000000	 217.000000
1294	 339.000000	 217.000000
1295	 339.000000	 217.000000
1296	 339.000000	 217.000000
1297	 339.000000	 217.000000
1298	 339.000000	 217.000000
1299	 339.000000	 217.000000
1300	 348.000000	 215.000000
1301	 348.000000	 215.000000
1302	 345.000000	 218.000000
1303	 369.000000	 210.000000
1304	 351.000000	 213.000000
1305	 357.000000	 212.000000
1306	 362.000000	 211.000000
1307	 360.000000	 210.000000
1308	 351.000000	 212.000000
1309	 347.000000	 211.000000
1310	 344.000000	 209.000000
1311	 341.000000	 212.000000
1312	 343.000000	 212.000000
1313	 339.000000	 210.000000
1314	 339.000000	 211.000000
1315	 340.000000	 209.000000
1316	 336.000000	 211.000000
1317	 336.000000	 210.000000
1318	 334.000000	 208.000000
1319	 326.000000	 208.000000
1320	 328.000000	 211.000000
1321	 331.000000	 211.000000
1322	 329.000000	 209.000000
1323	 328.000000	 209.000000
1324	 326.000000	 209.000000
1325	 323.000000	 210.000000
1326	 328.000000	 210.000000
1327	 333.000000	 209.000000
1328	 329.000000	 209.000000
1329	 331.000000	 209.000000
1330	 331.000000	 211.000000
1331	 333.000000	 209.000000
1332	 333.000000	 210.000000
1333	 336.000000	 210.000000
1334	 336.000000	 211.000000
1335	 331.000000	 222.000000
1336	 339.000000	 213.000000
1337	 339.000000	 213.000000
1338	 337.000000	 211.000000
1339	 337.000000	 210.000000
1340	 332.000000	 209.000000
1341	 338.000000	 209.000000
1342	 341.000000	 214.000000
