frame	 cx	 cy
825	 328.000000	 211.000000
826	 327.000000	 208.000000
827	 326.000000	 209.000000
828	 324.000000	 210.000000
829	 321.000000	 209.000000
830	 323.000000	 210.000000
831	 321.000000	 210.000000
832	 324.000000	 210.000000
833	 323.000000	 210.000000
834	 326.000000	 210.000000
835	 327.000000	 209.000000
836	 328.000000	 210.000000
837	 331.000000	 209.000000
838	 334.000000	 210.000000
839	 335.000000	 210.000000
840	 335.000000	 210.000000
841	 338.000000	 215.000000
842	 335.000000	 212.000000
843	 335.000000	 215.000000
844	 343.000000	 212.000000
845	 343.000000	 209.000000
846	 357.000000	 207.000000
847	 358.000000	 210.000000
848	 345.000000	 213.000000
849	 361.000000	 211.000000
850	 362.000000	 210.000000
851	 364.000000	 210.000000
852	 364.000000	 211.000000
853	 362.000000	 210.000000
854	 364.000000	 210.000000
855	 364.000000	 211.000000
856	 359.000000	 209.000000
857	 363.000000	 213.000000
858	 365.000000	 213.000000
859	 365.000000	 213.000000
860	 359.000000	 214.000000
861	 361.000000	 213.000000
862	 368.000000	 211.000000
863	 365.000000	 211.000000
864	 365.000000	 212.000000
865	 367.000000	 212.000000
866	 367.000000	 212.000000
867	 367.000000	 212.000000
868	 365.000000	 212.000000
869	 365.000000	 212.000000
870	 365.000000	 212.000000
871	 365.000000	 212.000000
872	 364.000000	 209.000000
873	 359.000000	 211.000000
874	 359.000000	 211.000000
875	 364.000000	 210.000000
876	 364.000000	 210.000000
877	 362.000000	 211.000000
878	 362.000000	 206.000000
879	 360.000000	 206.000000
880	 360.000000	 207.000000
881	 359.000000	 208.000000
882	 340.000000	 211.000000
883	 359.000000	 207.000000
884	 341.000000	 210.000000
885	 341.000000	 210.000000
886	 337.000000	 212.000000
887	 336.000000	 208.000000
888	 333.000000	 209.000000
889	 330.000000	 210.000000
890	 327.000000	 211.000000
891	 328.000000	 212.000000
892	 327.000000	 211.000000
893	 326.000000	 209.000000
894	 324.000000	 209.000000
895	 321.000000	 209.000000
896	 323.000000	 209.000000
897	 319.000000	 209.000000
898	 322.000000	 208.000000
899	 324.000000	 210.000000
900	 329.000000	 210.000000
901	 328.000000	 210.000000
902	 329.000000	 211.000000
903	 326.000000	 211.000000
904	 328.000000	 211.000000
905	 332.000000	 210.000000
906	 332.000000	 213.000000
907	 337.000000	 209.000000
908	 337.000000	 209.000000
909	 337.000000	 214.000000
910	 337.000000	 210.000000
911	 341.000000	 212.000000
912	 340.000000	 211.000000
913	 340.000000	 211.000000
914	 341.000000	 213.000000
915	 341.000000	 213.000000
916	 341.000000	 212.000000
917	 359.000000	 210.000000
918	 343.000000	 215.000000
919	 364.000000	 210.000000
920	 366.000000	 211.000000
921	 354.000000	 212.000000
922	 367.000000	 209.000000
923	 355.000000	 210.000000
924	 368.000000	 208.000000
925	 363.000000	 210.000000
926	 369.000000	 211.000000
927	 369.000000	 211.000000
928	 369.000000	 211.000000
929	 359.000000	 215.000000
930	 359.000000	 215.000000
931	 359.000000	 215.000000
932	 359.000000	 215.000000
933	 359.000000	 215.000000
934	 360.000000	 212.000000
935	 353.000000	 214.000000
936	 357.000000	 215.000000
937	 365.000000	 213.000000
938	 361.000000	 207.000000
939	 361.000000	 213.000000
940	 362.000000	 211.000000
941	 362.000000	 211.000000
942	 362.000000	 211.000000
943	 363.000000	 208.000000
944	 365.000000	 210.000000
945	 365.000000	 210.000000
946	 360.000000	 207.000000
947	 358.000000	 210.000000
948	 358.000000	 210.000000
949	 345.000000	 209.000000
950	 335.000000	 213.000000
951	 337.000000	 210.000000
952	 340.000000	 209.000000
953	 337.000000	 210.000000
954	 338.000000	 207.000000
955	 338.000000	 209.000000
956	 338.000000	 208.000000
957	 334.000000	 208.000000
958	 335.000000	 213.000000
959	 338.000000	 209.000000
960	 331.000000	 209.000000
961	 326.000000	 209.000000
962	 324.000000	 209.000000
963	 324.000000	 209.000000
964	 323.000000	 209.000000
965	 324.000000	 212.000000
966	 326.000000	 209.000000
967	 324.000000	 213.000000
968	 329.000000	 210.000000
969	 320.000000	 210.000000
970	 329.000000	 209.000000
971	 330.000000	 209.000000
972	 328.000000	 212.000000
973	 333.000000	 210.000000
974	 338.000000	 214.000000
975	 339.000000	 213.000000
976	 340.000000	 214.000000
977	 340.000000	 214.000000
978	 342.000000	 213.000000
979	 343.000000	 214.000000
980	 343.000000	 214.000000
981	 345.000000	 214.000000
982	 365.000000	 209.000000
983	 350.000000	 213.000000
984	 347.000000	 213.000000
985	 356.000000	 211.000000
986	 359.000000	 209.000000
987	 368.000000	 208.000000
988	 365.000000	 211.000000
989	 365.000000	 211.000000
990	 355.000000	 216.000000
991	 355.000000	 216.000000
992	 362.000000	 210.000000
993	 367.000000	 207.000000
994	 367.000000	 207.000000
995	 359.000000	 211.000000
996	 369.000000	 210.000000
997	 368.000000	 210.000000
998	 365.000000	 208.000000
